Taxon,Stage,Insect?,Higher classification,Origin,Order,Family,Common name,BCG Attribute,Feeding Group,CA feeding group,Habit,Tolerance,WY HBI,PSSB tolerance,CA tolerance,Metals tolerance,BCI TV,PSSB long-lived,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b
Agrypnia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,0,PR,SH,CM,0,6,0,4,11,110,0,2,2,1,3,2,2,0.0054,2.811
Banksiola crotchi,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,0,PR,SH,CM,0,6,0,4,11,110,0,2,2,1,3,2,2,0.0054,2.811
Phryganea,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,0,PR,SH,CM,0,6,0,4,11,110,0,2,2,1,3,2,2,0.0054,2.811
Phryganea cinerea,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,0,PR,SH,CM,0,6,0,4,11,110,0,2,2,1,3,2,2,0.0054,2.811
Ptilostomis,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,0,PR,SH,CM,0,6,0,4,11,110,0,2,2,1,3,2,2,0.0054,2.811
Yphria californica,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Phryagaeidae,caddisflies,1,PR,PR,CM,HI,2,0,1,11,110,0,1,2,1,2,2,1,0.0054,2.811
Neureclipsis,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,4,CF,CF,CL,0,7,0,6,1,108,0,3,2,1,2,3,2,0.0047,2.705
Neureclipsis,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,4,CF,CF,CL,0,7,0,6,1,108,0,3,2,1,2,3,2,0.0047,2.705
Nyctiophylax,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,0,PR,PR,CL,0,7,0,6,11,108,0,3,2,1,2,2,2,0.0047,2.705
Plectrocnemia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Plectrocnemia,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Polycentropus,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Polycentropus,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Polycentropus,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.01,2.9
Polycentropus variegatus,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Polycentropus variegatus,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.0071,2.531
Polycentropus variegatus,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Polycentopodidae,caddisflies,3,PR,PR,CL,0,6,0,6,1,108,0,3,3,1,2,3,2,0.01,2.9
Psychomyia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.0039,2.873
Psychomyia,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.0039,2.873
Psychomyia,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.01,2.9
Psychomyia flavida,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.0039,2.873
Psychomyia flavida,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.0039,2.873
Psychomyia flavida,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,3,SC,CG,CL,0,2,0,2,11,108,0,2,2,1,2,2,2,0.01,2.9
Tinodes,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,4,SC,SC,CL,MI,3,0,2,11,108,0,2,2,1,2,2,2,0.0039,2.873
Tinodes,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,4,SC,SC,CL,MI,3,0,2,11,108,0,2,2,1,1,3,2,0.0039,2.873
Tinodes,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,4,SC,SC,CL,MI,3,0,2,11,108,0,2,2,1,1,3,2,0.01,2.9
Tinodes twila,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Psychomyiidae,caddisflies,4,SC,SC,CL,MI,3,0,2,11,108,0,2,2,1,1,3,2,0.01,2.9
Himalopsyche phryganea,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,3,3,1,3,3,1,0.0099,2.48
Rhyacophila,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,3,2,0.01,2.9
Rhyacophila alberta group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila alberta group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila alberta group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,3,3,1,0.01,2.9
Rhyacophila alexanderi group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,2,3,1,0.0099,2.48
Rhyacophila angelita group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,1,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila angelita group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,1,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila angelita group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,0,1,18,0,2,2,1,3,3,2,0.01,2.9
Rhyacophila arnaudi,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,2,2,0.0099,2.48
Rhyacophila arnaudi,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,2,2,0.0099,2.48
Rhyacophila arnaudi,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,0,0,0,0,11,18,0,2,2,1,2,2,2,0.01,2.9
Rhyacophila atrata group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila atrata group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila atrata complex,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila atrata complex,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,2,0.0099,2.48
Rhyacophila basalis group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila betteni group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila betteni group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila betteni group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.01,2.9
Rhyacophila betteni group B,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila blarina,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,2,2,1,2,2,2,0.0099,2.48
Rhyacophila brunnea group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea/vemna group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea/vemna group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea/vemna group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.01,2.9
Rhyacophila brunnea/vemna groups,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea/vemna groups,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila brunnea/vemna groups,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.01,2.9
Rhyacophila cerita,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,0,0,0,1,11,18,0,2,2,1,2,3,2,0.01,2.9
Rhyacophila chilsia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila coloradensis group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,2,0,2,1,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila coloradensis group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,2,0,2,1,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila coloradensis group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,2,0,2,1,18,0,2,2,1,3,3,2,0.01,2.9
Rhyacophila ecosa group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,1,2,1,0.0099,2.48
Rhyacophila grandis group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,MI,0,0,1,11,18,0,2,2,1,3,2,2,0.0099,2.48
Rhyacophila grandis group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,MI,0,0,1,11,18,0,2,2,1,3,2,2,0.0099,2.48
Rhyacophila grandis,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,MI,0,0,1,11,18,0,1,2,1,3,2,2,0.0099,2.48
Rhyacophila grandis,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,MI,0,0,1,11,18,0,1,2,1,3,2,2,0.0099,2.48
Rhyacophila hyalinata group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila hyalinata group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila hyalinata group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.01,2.9
Rhyacophila jenniferae,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,2,11,18,0,2,2,1,3,3,1,0.01,2.9
Rhyacophila malkini,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,1,11,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila malkini,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,0,0,1,11,18,0,2,2,1,3,3,2,0.0099,2.48
Rhyacophila narvae,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila narvae,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila narvae,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.01,2.9
Rhyacophila neograndis,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,0,0,1,11,18,0,2,2,1,3,2,2,0.0099,2.48
Rhyacophila nevadensis group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila nevadensis group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila nevadensis group,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,2,2,1,2,3,1,0.01,2.9
Rhyacophila oreia group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila rickeri,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,3,2,1,0.0099,2.48
Rhyacophila rotunda group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila rotunda group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila sequoia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,MI,0,0,1,11,18,0,2,2,1,2,2,2,0.0099,2.48
Rhyacophila sibirica group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,0,0,0,11,18,0,2,2,1,2,2,1,0.0099,2.48
Rhyacophila sibirica group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,0,0,0,11,18,0,2,2,1,2,2,1,0.0099,2.48
Rhyacophila vaccua,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila vaccua,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila vagrita group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila vagrita group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila vagrita,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila vagrita,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila valuma,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,1,2,1,2,3,2,0.0099,2.48
Rhyacophila valuma,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,1,0,0,11,18,0,1,2,1,2,3,2,0.0099,2.48
Rhyacophila valuma,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,MI,0,0,0,11,18,0,1,2,1,2,3,2,0.01,2.9
Rhyacophila vao,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila vao,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,3,PR,PR,CL,0,1,0,1,11,18,0,1,2,1,3,3,2,0.0099,2.48
Rhyacophila verrula,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,MH,MH,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila verrula,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,MH,MH,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila verrula group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,MH,MH,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila verrula group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,MH,MH,CL,HI,1,0,0,11,18,0,1,2,1,3,3,1,0.0099,2.48
Rhyacophila vetina complex,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila vetina complex,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,0,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,3,1,0.0099,2.48
Rhyacophila viquaea group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,2,2,1,0.0099,2.48
Rhyacophila visor group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,1,3,1,0.0099,2.48
Rhyacophila visor group,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,1,PR,PR,CL,HI,0,0,0,11,18,0,2,2,1,1,3,1,0.0099,2.48
Rhyacophila vofixa group,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Rhyacophilidae,caddisflies,2,PR,PR,CL,HI,0,0,0,11,18,0,1,2,1,2,3,1,0.0099,2.48
Gumaga,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Sericostomatidae,caddisflies,3,SH,SH,SP,0,6,0,3,11,72,0,1,2,1,2,2,2,0.0074,2.741
Gumaga,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Sericostomatidae,caddisflies,3,SH,SH,SP,0,6,0,3,11,72,0,1,2,1,2,2,2,0.0074,2.741
Gumaga,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Sericostomatidae,caddisflies,3,SH,SH,SP,0,6,0,3,11,72,0,1,2,1,2,2,2,0.01,2.9
Farula,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,HI,0,0,0,11,110,0,1,2,1,1,3,1,0.0056,2.839
Neophylax,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.0056,2.839
Neophylax,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.0056,2.839
Neophylax,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.01,2.9
Neophylax occidentis,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,3,0,3,2,24,0,2,2,1,2,3,1,0.0056,2.839
Neophylax occidentis,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,3,0,3,2,24,0,2,2,1,2,3,1,0.0056,2.839
Neophylax rickeri,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.0056,2.839
Neophylax rickeri,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.0056,2.839
Neophylax rickeri,A,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,3,SC,SC,CL,0,3,0,3,2,24,0,2,2,1,2,3,2,0.01,2.9
Neophylax splendens,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,3,0,3,2,24,0,2,2,1,2,3,1,0.0056,2.839
Neophylax splendens,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,3,0,3,2,24,0,2,2,1,2,3,1,0.0056,2.839
Neothremma,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,HI,0,0,0,11,8,0,1,2,1,2,3,1,0.0056,2.839
Neothremma,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,HI,0,0,0,11,8,0,1,2,1,2,3,1,0.0056,2.839
Neothremma alicia,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,HI,0,0,0,11,8,0,1,2,1,2,3,1,0.0056,2.839
Neothremma alicia,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,HI,0,0,0,11,8,0,1,2,1,2,3,1,0.0056,2.839
Oligophlebodes,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,0,0,0,11,24,0,2,2,1,2,3,1,0.0056,2.839
Oligophlebodes,P,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,2,SC,SC,CL,MI,0,0,0,11,24,0,2,2,1,2,3,1,0.0056,2.839
Sericostriata surdickae,L,insect,Arthropoda: Insecta,Aquatic,Trichoptera,Uenoidae,caddisflies,1,SC,SC,CL,HI,0,0,0,11,110,0,1,2,1,2,3,1,0.0056,2.839
Crambidae,L,insect,Arthropoda: Insecta,Aquatic,Lepidoptera,Crambidae,aquatic moths,4,SH,SH,CM,0,5,0,5,11,72,0,2,2,1,2,1,2,0.0033,2.918
Petrophila,L,insect,Arthropoda: Insecta,Aquatic,Lepidoptera,Pyralidae,aquatic moths,4,SC,SC,CL,MT,5,0,5,3,72,0,2,2,1,2,3,2,0.0033,2.918
Petrophila,P,insect,Arthropoda: Insecta,Aquatic,Lepidoptera,Pyralidae,aquatic moths,4,SC,SC,CL,MT,5,0,5,3,72,0,2,2,1,2,3,2,0.0033,2.918
Amphizoa,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Amphizoidae,trout stream beetles,1,PR,PR,CL,MI,0,0,1,11,24,0,1,3,1,2,1,1,0.0077,2.91
