"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Lepidostoma unicolor group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",84.4964247,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",177.3067189,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Onocosmoecus unicolor","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",39.4464327,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",165.2890048,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.649460524,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",7.396283807,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Tabanidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tabanidae","horse & deer flies",4.662166128,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",21.96200349,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",145.6042778,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",143.7896635,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Attenella margarita","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",34.33020925,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",261.5401089,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Serratella micheneri","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",8.648825733,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",20.49153601,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",7.240451838,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Microtendipes pedellus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0.37147021,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",8.73168365,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",12.13574186,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.742940419,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",49.2293785,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",2.278869676,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",9.535296859,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.114410629,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Cricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.086325837,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",12.45540679,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.444853464,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.278869676,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",21.97642595,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.352252931,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.278869676,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.14676651,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",63.78239732,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Pentaneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",27.92740309,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",57.33900914,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.45159414,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.272,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Musculium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",4.663349126,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",3.245975109,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",73.00879984,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.324144,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",78.69192636,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",80.31129884,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",0.332317435,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",54.11883198,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",1.235619009,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",5.616665091,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.429912772,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",26.20338478,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",16.92227048,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Micrasema","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",2.339013558,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",20.99032388,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",0.338510172,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",0.540242809,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",0.338510172,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rhyacophila angelita group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",5.54902715,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dicranomyia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",0.090388174,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.499015283,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dolichopodidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",1.01450568,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",14.64604054,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",4.186420862,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Attenella margarita","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.644586779,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2.663847082,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella grandis/spinifera","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.041294842,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.594774618,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",16.2065052,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Matriella teresa","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.074761276,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Timpanoga hecuba","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.562692034,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",2.598261039,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",12.58302217,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.0295056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.801139965,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Paratanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.429548913,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.181008911,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",8.49137825,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Potthastia gaedii group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.113875775,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.134468659,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.774821757,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.259032857,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.495794196,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Limnophyes","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.200021656,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.314785285,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.002772546,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.170516056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Parakiefferiella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.059011201,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.6491476,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.0295056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.20328043,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",22.15677678,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Pentaneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",1.046070071,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.141616,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Heterlimnius corpulentus","A","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",2.207642552,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",6.122227186,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",0.666413003,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",3.622931184,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",13.7255289,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",8.270378056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",5.600288114,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",18.07059874,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",7.441414207,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",1.311756834,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",45.10666505,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",40.65845147,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Hydropsyche","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",251.8321043,"Summer19"
