"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Order","Family","Biomass","Season"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",63.78239732,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",27.92740309,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",57.33900914,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.45159414,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Lebertia","U","non-insect","Aquatic","x","x",1.272,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Musculium","U","non-insect","Aquatic","x","Sphaeriidae",4.663349126,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",3.245975109,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",73.00879984,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.324144,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",78.69192636,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Menetus","U","non-insect","Aquatic","x","Planorbidae",80.31129884,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.332317435,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",54.11883198,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",1.235619009,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",5.616665091,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",1.429912772,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,1,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",26.20338478,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",16.92227048,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Micrasema","P","insect","Aquatic","Trichoptera","Brachycentridae",2.339013558,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",20.99032388,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.338510172,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.540242809,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","P","insect","Aquatic","Trichoptera","Hydroptilidae",0.338510172,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",5.54902715,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dicranomyia","L","insect","Aquatic","Diptera","Tipulidae",0.090388174,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Clinocera","L","insect","Aquatic","Diptera","Empididae",0.499015283,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dolichopodidae","L","insect","Aquatic","Diptera","Dolichopodidae",1.01450568,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",14.64604054,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",4.186420862,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",1.644586779,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.663847082,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.041294842,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.594774618,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",16.2065052,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",6.074761276,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",1.562692034,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.598261039,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",12.58302217,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.0295056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",2.801139965,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.429548913,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.181008911,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",8.49137825,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",1.113875775,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",1.134468659,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.774821757,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.259032857,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.495794196,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.200021656,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.314785285,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",5.002772546,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.170516056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.059011201,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.6491476,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.0295056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.20328043,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",22.15677678,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",1.046070071,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Sperchon","U","non-insect","Aquatic","x","x",0.141616,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Heterlimnius corpulentus","A","insect","Aquatic","Coleoptera","Elmidae",2.207642552,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",6.122227186,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",0.666413003,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",3.622931184,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",13.7255289,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae",8.270378056,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",5.600288114,"Summer19"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae",18.07059874,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",7.441414207,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Simulium","P","insect","Aquatic","Diptera","Simuliidae",1.311756834,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",45.10666505,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",40.65845147,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Hydropsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",251.8321043,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Agraylea","L","insect","Aquatic","Trichoptera","Hydroptilidae",12.96507732,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae",5.277415169,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",137.5867506,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae",20.21443175,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",0.649460524,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",5.20652336,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Pacifastacus","U","non-insect","Aquatic","x","Astacidae",49.70582904,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",12.41018012,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Clinocera","L","insect","Aquatic","Diptera","Empididae",19.1309838,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",306.9154549,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",653.8514824,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",63.03385293,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",91.33640743,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",171.0712584,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",17.29765147,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",129.6840545,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.040818507,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",193.4860214,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",17.49175012,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.430912146,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",8.205668674,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.265020364,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.265020364,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",18.76277623,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.030811033,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.852190669,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.795061091,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.591662793,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.297372008,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.265020364,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",13.530497,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.265020364,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.625828544,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",9.925744424,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",5.830667068,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",36.14862683,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",1.58057949,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Atractides","U","non-insect","Aquatic","x","x",3.49670272,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Lebertia","U","non-insect","Aquatic","x","x",5.088,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Protzia","U","non-insect","Aquatic","x","x",1.272,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Sperchon","U","non-insect","Aquatic","x","x",3.816,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Torrenticola","U","non-insect","Aquatic","x","x",0.22579707,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",2.177961234,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",50.3527144,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae",18.63845945,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",17.67533401,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.324144,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",6.076767772,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Juga","U","non-insect","Aquatic","x","Pleuroceridae",249.3484819,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",45.4415048,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",41.37627342,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",0.411873003,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",540.1285229,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",2.859825545,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",105.8558664,"Summer19"
"Phase 3","Benthic",2019-07-12,1,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",2771.365208,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",0.34398881,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",28.98251645,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Glossosoma","L","insect","Aquatic","Trichoptera","Glossosomatidae",1.359482377,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",11.05789484,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",91.30515671,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Hydropsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",3.103471909,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.377767084,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Lepidostoma","L","insect","Aquatic","Trichoptera","Lepidostomatidae",0.1685544,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",80.60055261,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",31.55714616,"Summer19"
"Phase 4","Benthic",2019-07-16,1,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae",6.574412895,"Summer19"
