Waterbody,Treatment,Substrate,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,4,27.424,8.108926409
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,5,13.712,8.741672625
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,6,13.712,16.37629181
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,2,27.424,2.638102495
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,1,13.712,0.2481872
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,1.5,13.712,0.659415747
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,2.5,68.56,11.29236233
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,3,109.696,28.03700314
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,3.5,164.544,60.97679762
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,4,68.56,35.05209361
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,5,27.424,24.00640262
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,6,27.424,37.25236835
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,13.712,0.749450404
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Heterlimnius corpulentus,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,5,13.712,10.43919877
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,5,68.56,52.19599383
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cleptelmis addenda,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,2.5,13.712,1.419063434
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,11,13.712,135.1778516
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,6,13.712,23.60660042
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,5,13.712,13.96595511
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,4,13.712,7.346267093
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Paraperla,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,3.5,13.712,2.704304022
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,2.5,27.424,6.630379328
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,4,27.424,24.05666208
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,41.136,1.86143592
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,27.424,3.975207789
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,13.712,3.154873684
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,27.424,13.65590907
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,68.56,0.52978562
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,27.424,2.331975281
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,54.848,1.146774908
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,68.56,0.130264
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,27.424,0.2660128
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,41.136,2.527182887
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,68.56,12.39985037
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,164.544,64.0235191
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,13.712,15.70685804
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,13.712,9.66561874
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,3.5,13.712,2.690902793
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,4,41.136,12.78515706
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Lepidostoma cascadense,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,4,13.712,4.261719021
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,27.424,0.2824672
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,68.56,2.08991317
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,95.984,6.318184994
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,109.696,13.11944549
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,41.136,8.013749479
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,233.104,98.0617157
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,95.984,73.36345922
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,13.712,17.07146434
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,27.424,8.070382366
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,479.92,2.543576
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,685.6,26.65679401
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,329.088,41.04984515
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,150.832,43.02212269
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,54.848,29.71497902
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,13.712,12.54762466
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Wiedemannia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,13.712,2.525453069
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,13.712,1.635391135
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,13.712,1.214074336
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,27.424,5.050906138
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,13.712,0.437521736
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.5,27.424,1.309873564
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,13.712,0.928890042
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6,13.712,2.684077997
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,13.712,0.271507801
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,27.424,0.875043471
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,13.712,0.928890042
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,6,13.712,2.684077997
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,82.272,0.908489806
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,82.272,2.625130414
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,82.272,0.908489806
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,27.424,0.875043471
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,13.712,0.928890042
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,27.424,3.331254451
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6,27.424,5.368155994
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,41.136,1.312565207
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,27.424,1.857780083
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,10,1.6,7.815507917
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,16,0.8,7.6726032
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,18,0.8,10.27545341
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,38,0.8,300.8972311
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,55,0.8,779.0910176
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Drunella grandis/spinifera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,12,0.8,8.237789671
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,18,0.8,17.32906651
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,23,0.8,35.50287038
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Bibiocephala,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Blephariceridae,net-winged midges,12,0.8,19.1350434
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,25,2.4,251.4871049
