"Waterbody","Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Abundance","Biomass","Season"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",2.9726,0.361088353,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.9452,0.562460766,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.9452,0.065649961,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.9726,0.015461079,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",23.7808,0.32462442,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32.6986,0.671197663,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.9452,0.065649961,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",380.4928,17.6717171,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",11.8904,1.44435341,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",65.3972,3.027869659,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",5.9452,0.722176705,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Ampumixis dispar","A","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",11.8904,3.183821176,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",29.726,8.037882562,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",1.67,0.589755863,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",8.9178,1.864499535,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",20.8082,2.145807473,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",2.9726,0.620507734,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",2.9726,0.411567387,"Summer19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-07-10,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.9726,0.389777524,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",3432,293.84803,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",48,2.623513667,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",73,614.5561986,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",24,0.1896,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Lepidostoma unicolor group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",24,84.4964247,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",4,177.3067189,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Onocosmoecus unicolor","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",1,39.4464327,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",24,165.2890048,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",24,0.649460524,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",72,7.396283807,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Tabanidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tabanidae","horse & deer flies",1,4.662166128,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",24,21.96200349,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",816,145.6042778,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1704,143.7896635,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Attenella margarita","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",72,34.33020925,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",192,261.5401089,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Serratella micheneri","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",24,8.648825733,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",96,20.49153601,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",312,7.240451838,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Microtendipes pedellus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",33.64,0.37147021,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",100.92,8.73168365,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",235.48,12.13574186,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",67.28,0.742940419,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",269.12,49.2293785,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",33.64,2.278869676,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",336.4,9.535296859,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",100.92,1.114410629,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Cricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",33.64,4.086325837,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",201.84,12.45540679,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",67.28,1.444853464,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",33.64,2.278869676,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",235.48,21.97642595,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",67.28,3.352252931,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",33.64,2.278869676,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",67.28,2.14676651,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1951.12,63.78239732,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Pentaneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",168.2,27.92740309,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",571.88,57.33900914,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",48,0.45159414,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",24,1.272,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Musculium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",25,4.663349126,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",48,3.245975109,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",240,73.00879984,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",48,0.324144,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",216,78.69192636,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",432,80.31129884,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",24,0.332317435,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",480,54.11883198,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",72,1.235619009,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",24,5.616665091,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",24,1.429912772,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Benthic",2019-07-11,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",72,26.20338478,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",149.632,16.92227048,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Micrasema","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",2.672,2.339013558,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",4.342,20.99032388,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",2.672,0.338510172,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",5.344,0.540242809,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Ochrotrichia","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",2.672,0.338510172,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Rhyacophila angelita group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",5.344,5.54902715,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dicranomyia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",2.672,0.090388174,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",5.344,0.499015283,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Dolichopodidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",5.344,1.01450568,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",58.784,14.64604054,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",56.112,4.186420862,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Attenella margarita","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",5.344,1.644586779,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.67,2.663847082,"Summer19"
"South Fork McKenzie River","Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Drunella grandis/spinifera","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",5.344,0.041294842,"Summer19"
